nome,fonte,unidade,tipo_unidade,codigo_estado,estado,codigo_municipio,municipio,ano_1974,ano_1975,ano_1976,ano_1977,ano_1978,ano_1979,ano_1980,ano_1981,ano_1982,ano_1983,ano_1984,ano_1985,ano_1986,ano_1987,ano_1988,ano_1989,ano_1990,ano_1991,ano_1992,ano_1993,ano_1994,ano_1995,ano_1996,ano_1997,ano_1998,ano_1999,ano_2000,ano_2001,ano_2002,ano_2003,ano_2004,ano_2005,ano_2006,ano_2007,ano_2008,ano_2009,ano_2010,ano_2011,ano_2012,ano_2013,ano_2014,ano_2015,ano_2016,ano_2017,ano_2018,ano_2019,ano_2020,ano_2021,ano_2022,ano_2023
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5100409,Alto Garças,,,,,,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27400,61310,164880,0,0,57671,73095,348483,419139,96687,674664,684518,1972133
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5100508,Alto Paraguai,,,,,,,,,,,,,,,,,0,,0,692,23889,108378,,65655,1630,3400,88750,41449,85559,48581,21755,,41739,46040,65893,352995,138054,377129,94267,525875,1133263,485151,1315343,476100,504970,577786,1103993,759148,1470716,2332280
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5100607,Alto Taquari,,,,,,,,,,,,,,,,,,,0,193,17872,287,,10359,28526,28271,1500,21748,57150,0,77482,1815,45135,27388,329362,168511,45693,212935,0,404736,675297,171351,119525,310014,82062,0,60500,78000,1643689,1526079
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5100805,Apiacás,,,,,,,,,,,,,,,,,0,,0,169,3721,4045,,51194,,,52251,80031,91530,98666,178925,,206701,179227,526517,347818,479741,391717,390666,199483,596306,353061,482183,546080,511950,333088,605970,1926943,2040690,1726543
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5101001,Araguaiana,,,,,,,,,,,,,,,,,0,,0,0,0,0,,0,19520,,21042,27415,10717,3731,8772,35536,32951,,5445,47052,13584,172050,83151,75484,48714,20360,19117,24271,48539,564258,54538,953799,199803,222901
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5101209,Araguainha,,,,,,,,,,,,,,,,,0,,0,266,8264,7050,,4944,11457,22563,5371,0,0,0,0,180,20240,,,3600,7448,0,118051,1356,10987,2945,253660,216500,25972,7410,552410,338500,71293,
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5101258,Araputanga,,,,,,,,,,,,,,,,,,,0,589,58178,33099,,23243,248168,77659,298656,40812,37285,3061,7817,68997,68028,86489,75866,202193,233669,362554,373055,493353,339317,546334,373436,268853,520522,1706846,148057,792747,676193,1108789
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5101308,Arenápolis,,,,,,,,,,,,,,,,,0,,0,0,0,0,,34,6100,1000,10650,0,5634,8926,40701,54174,48431,51695,43436,392090,555105,429238,167064,73578,,1612,91316,986475,148430,631611,161733,202125,976258,749124
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5101407,Aripuanã,,,,,,,,,,,,,,,,,0,,0,0,0,0,,0,419552,241989,174059,279674,326126,274893,360722,479900,666944,1002319,1586890,833470,203762,274195,418388,366564,2279267,2640384,2452429,1825885,1627747,1770834,3690697,5303720,5082998,4682668
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5101605,Barão de Melgaço,,,,,,,,,,,,,,,,,0,,0,0,0,8286,,0,,,,1684723,115763,67198,0,0,0,1460,,5975,319742,103296,,,110803,77726,65630,76087,112915,160177,195601,170347,408957,470402
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5101704,Barra do Bugres,,,,,,,,,,,,,,,,,0,,8,740,0,0,,0,0,0,0,0,44000,79509,414509,139263,5500,152576,512772,120117,115969,134283,359040,190806,619912,177380,372455,331515,2236466,1264618,1372352,1507790,3860177,2040884
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5101803,Barra do Garças,,,,,,,,,,,,,,,,,0,,0,931,121,29024,,1199,3,,,,,57071,105751,284240,120544,202771,91304,43061,1134625,1254290,1200110,1373334,,,2210634,1972786,3347843,4101992,4384342,3281819,4190625,3911593
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5101852,Bom Jesus do Araguaia,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15595,,0,150367,5565,17082,,4914,165426,152086,114125,133188,542717,202516,1002419,301395,689891,328799,663962,1269718,1585894,414051
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5101902,Brasnorte,,,,,,,,,,,,,,,,,0,,0,0,1052,0,,78046,252053,200594,235648,216124,330515,308716,435919,206849,560926,417736,574980,391552,686426,573634,496000,875092,1084650,1275502,1152372,1310631,1416120,2024946,1880792,2372307,6009056,6134182
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5102504,Cáceres,,,,,,,,,,,,,,,,,0,,0,0,0,0,,0,0,277761,413712,177313,563367,751104,1071086,845019,0,1345931,4632226,1405167,1848692,932524,994018,2334176,534122,589514,553706,635695,1442069,1764635,850494,1222117,4857709,3078105
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5102603,Campinápolis,,,,,,,,,,,,,,,,,0,,0,0,0,4945,,8001,186168,,59980,163249,374629,171570,18638,,3115,111873,14000,33000,80870,78460,183892,110120,941615,696450,395607,831984,4837065,648000,183023,0,171440,
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5102637,Campo Novo do Parecis,,,,,,,,,,,,,,,,,0,,24,622,38224,23972,,125767,104255,191314,484708,196429,297490,481780,520996,685028,842891,1245246,980173,637636,1401374,1121950,1513621,1557529,1587303,1859474,2124088,1748420,3682919,4201963,4435768,5821901,4252523,5122552
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5102678,Campo Verde,,,,,,,,,,,,,,,,,,,0,412,17643,63048,,196758,64538,74692,39121,82201,387779,14552,2054,223428,259864,1229736,2076732,1127359,1392693,2698605,2628342,2469856,2315675,2622835,3760552,3563403,3761221,4335499,3329794,4500162,10296106,10541357
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5102686,Campos de Júlio,,,,,,,,,,,,,,,,,,,,,,,,288,0,8300,38003,44223,141852,159236,81044,81044,115666,28186,50190,271550,152687,149750,210278,292403,,888736,903127,971991,1083985,1469241,1968693,2090295,5469170,3932181
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5102694,Canabrava do Norte,,,,,,,,,,,,,,,,,,,,204,4164,10362,,40388,,,,68439,0,2706,34236,,54442,111488,555593,177581,174857,0,226578,3763,780,364050,0,6285,284273,858763,343372,602747,870420,1163089
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5102702,Canarana,,,,,,,,,,,,,,,,,0,,0,0,0,0,,0,30834,33022,17002,45520,12300,2316,148502,0,297666,419189,783936,726229,547497,0,0,1219,,550763,857425,735770,2083186,1191457,1360575,2099131,3159461,2937467
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5102793,Carlinda,,,,,,,,,,,,,,,,,,,,,,,,82611,,88675,110377,103860,174508,134136,144830,299851,208690,444639,490349,803634,870349,2103604,502057,765250,1098382,495811,484996,566248,689846,330058,1038174,1281295,1311506,1954616
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5102850,Castanheira,,,,,,,,,,,,,,,,,0,,2,347,11915,21447,,42369,88069,72013,147652,228720,243696,178868,123957,134535,158514,118223,878533,270250,225882,356835,173623,265753,540434,412299,322549,341359,359790,474124,1354121,1472033,861856,1207672
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5103007,Chapada dos Guimarães,,,,,,,,,,,,,,,,,0,,1,24,718,55127,,3072,,,,,21462,34863,48644,167739,11032,9900,78000,22346,135069,0,,404042,285884,289448,257237,378589,554825,583676,569114,2391455,4014057,3377587
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5103056,Cláudia,,,,,,,,,,,,,,,,,0,,0,48,7899,11316,,34847,68501,150457,77649,43556,86440,116852,186253,250139,74682,697001,647963,297679,269094,78779,351094,164314,694046,654299,865766,1135644,1817927,1159490,1722647,2258541,2241691,2321541
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5103106,Cocalinho,,,,,,,,,,,,,,,,,0,,10,48,4508,2571,,46691,40362,0,12494,92407,47056,52846,70053,63834,15228,0,0,5614,336521,69997,203676,277359,,592320,911993,359541,535465,675781,804066,1206129,3017083,2422770
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5103205,Colíder,,,,,,,,,,,,,,,,,0,,4,670,6769,7466,,31149,234955,31882,117571,379246,307305,47534,349803,383635,262892,254609,779842,1194171,1007748,1079493,875434,872874,1151286,1983664,1351219,831095,1681775,1255040,1219693,3466622,2530855,1075138
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5103254,Colniza,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,126282,211265,9724,14650,324403,400584,760768,310906,635697,974962,1129950,693179,735927,916717,1398662,2087120,1658894,2600960,1494353,1366197,3391546,3358940
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5103304,Comodoro,,,,,,,,,,,,,,,,,0,,8,43,1302,7734,,120752,188282,153434,83118,63506,8465,35100,6094,47028,308894,197055,762726,472133,520244,637141,275370,264050,395355,502137,801123,1080224,617875,961703,985640,858454,3273430,2834673
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5103353,Confresa,,,,,,,,,,,,,,,,,,,,0,0,150,,12061,,,141772,,65066,57242,,217055,138062,244392,289264,129312,292784,680314,1576032,1204102,1318016,1072816,795842,719172,659580,840305,955726,1092311,1471848,1944373
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5103361,Conquista D'Oeste,,,,,,,,,,,,,,,,,,,,,,,,,,,,23504,44759,64348,232126,188731,105796,110761,836933,176025,143011,174025,168255,126554,,828863,778785,1291021,1255714,1366231,1554238,1651210,3528724,3776728
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5103379,Cotriguaçu,,,,,,,,,,,,,,,,,,,,575,25008,52090,,65357,,363298,438518,217382,368075,368075,0,203071,212052,106290,7488,421704,378811,696550,716302,1202608,,968238,1765497,1231909,1167559,2256248,1056866,1385833,1619007,2160769
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5103403,Cuiabá,,,,,,,,,,,,,,,,,31,69,196,10132,548499,43605,,7257,120000,22215,0,108136,264879,158358,6711,336195,1216294,419828,893894,1450109,457544,17902916,31630015,40794222,51477123,10455293,19565893,17031925,22930187,7288093,7484088,37290397,7109497,11515713
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5103437,Curvelândia,,,,,,,,,,,,,,,,,,,,,,,,,,,,10477,36781,24321,339,2587,80694,7211,64696,0,18159,142340,29968,165475,47574,271200,106239,241428,951339,414949,375207,633462,2068253,993600
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5103452,Denise,,,,,,,,,,,,,,,,,0,,0,0,0,0,,44004,9687,8826,1424,53923,129834,224326,236884,163215,117324,304057,1042708,349552,213250,184864,188834,189339,235162,805318,335441,193937,312150,474774,534397,689067,1139391,671051
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5103502,Diamantino,,,,,,,,,,,,,,,,,0,,13,0,0,32977,,51559,61687,158494,124592,144291,467716,429107,3000,,468071,63660,277688,562911,260389,247121,231652,378780,432256,313358,102420,279411,411658,899,81448,137449,4824091,5308094
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5103601,Dom Aquino,,,,,,,,,,,,,,,,,,,0,0,0,0,,748,277341,217897,111874,163979,31239,78189,5050,118923,14608,1140154,514681,251554,106719,115693,119155,,198724,211691,557004,429244,360765,607826,813584,727329,1361406,599367
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5103700,Feliz Natal,,,,,,,,,,,,,,,,,,,,,,,,0,,,204375,85827,102864,71774,142817,264475,98512,119291,146271,45709,422108,230364,292977,342625,569517,489493,509605,595409,1271697,1357059,1800410,917975,2119270,3101696
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5103809,Figueirópolis D'Oeste,,,,,,,,,,,,,,,,,0,,3,9,5247,7773,,322771,40164,3590,30183,0,13758,0,4827,103,47274,55253,57688,91263,151130,221236,116210,104355,32761,103091,158229,128489,1247145,659089,939555,1173658,1454515,2945161
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5103858,Gaúcha do Norte,,,,,,,,,,,,,,,,,,,,,,,,276030,15251,9004,680,27959,10592,7145,5924,65134,10467,96765,17716,45578,197544,0,209369,298880,541901,293930,740924,249445,310512,320992,361226,352516,440252,384746
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5103908,General Carneiro,,,,,,,,,,,,,,,,,0,,0,0,2768,17497,,3820,,,0,14432,4058,,3308,,13850,,3981,29425,294240,98746,0,14000,12886,249322,72216,75593,348974,44030,44984,2332,1311117,
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5103957,Glória D'Oeste,,,,,,,,,,,,,,,,,,,,263,357,13730,,5703,3804,1387,4777,0,12185,4819,3436,27247,46975,41457,41649,72894,223785,106847,118758,142970,223326,454491,317242,241564,531435,417698,407533,463868,569439,908734
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5104104,Guarantã do Norte,,,,,,,,,,,,,,,,,1,,26,137,14822,5082,,84374,,,178634,470743,839125,915052,4330681,411,131408,329012,70952,369482,1077990,1021137,585480,496262,1052516,1106776,901099,1970587,1181900,0,1334705,909873,6794939,4954537
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5104203,Guiratinga,,,,,,,,,,,,,,,,,,,17,793,0,2790,,3000,58770,32587,45284,55452,49261,57219,97443,84559,230313,146243,268176,278866,121611,137119,162930,168643,148812,120528,138287,413827,218507,458273,382729,569224,1565530,568769
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5104500,Indiavaí,,,,,,,,,,,,,,,,,,,0,85,1010,54326,,3781,,,453625,0,11000,,19507,35016,3181,0,2288,,12109,0,0,0,12723,16687,117018,29474,227145,577975,247266,520069,669174,773189
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5104526,Ipiranga do Norte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65348,68504,261901,122905,188970,188964,145743,235912,290017,316083,754574,361847,340292,520039,505431,947598,804232,632298,375541
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5104542,Itanhangá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33882,101962,109503,143836,162115,151983,1059149,,257000,113584,149544,185762,120072,759835,285669,235106,1720659,255491,725317
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5104559,Itaúba,,,,,,,,,,,,,,,,,0,,32,430,1258,336,,0,99579,39234,18558,16682,628196,25245,867,1430,944,7242,6469,30486,151387,352089,310895,628272,974969,746260,617465,429956,916983,452641,982938,584504,1607043,982418
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5104609,Itiquira,,,,,,,,,,,,,,,,,1,,8,830,29104,113396,,95703,285525,123483,252425,166616,190463,242792,205974,349812,226854,178794,179712,3400,46865,103452,358841,400855,1502962,858562,910989,616762,877514,868888,1260784,1276218,4120074,6104852
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5104807,Jaciara,,,,,,,,,,,,,,,,,1,,25,71,7,176894,,18000,,27703,17722,29653,59384,70666,50235,42189,46626,390665,46481,29272,218253,1680450,609237,788558,551206,539720,161231,666788,483114,581566,1163285,1252736,3597943,1737436
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5104906,Jangada,,,,,,,,,,,,,,,,,0,,21,503,3868,98481,,6662,108019,14746,68444,21287,150254,147215,19100,7688,176257,64221,114470,84213,31905,20200,0,0,417981,475295,457939,215023,267525,1102169,564977,271970,558798,691989
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5105002,Jauru,,,,,,,,,,,,,,,,,0,,0,0,7966,0,,0,1541,0,0,150882,137990,185039,341316,237462,192830,292722,331721,337911,464256,621778,1412383,494373,991445,1014053,634321,1411047,2510936,495246,803900,643518,2447330,1998642
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5105101,Juara,,,,,,,,,,,,,,,,,2,,41,1619,52779,59499,,0,0,160000,160898,0,138600,0,437022,453216,443111,404270,362295,545195,468104,269892,0,427406,541895,1022611,1052964,208130,1099655,1143721,1116049,1199950,2290737,3568053
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5105150,Juína,,,,,,,,,,,,,,,,,0,,0,542,0,95291,,125186,,,147191,212004,359351,342641,520861,658308,450907,880616,1320268,2239422,1537175,2025943,2229375,1110502,346589,710478,142486,203485,240079,1136588,748196,973706,1414660,1019925
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5105176,Juruena,,,,,,,,,,,,,,,,,1,,65,2158,66893,77593,,93675,183563,411504,233719,291294,291446,241547,165206,338105,779907,586911,610860,391081,178034,791217,431443,787747,,443752,483122,348727,552134,1363135,598558,1102924,2902930,
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5105200,Juscimeira,,,,,,,,,,,,,,,,,,,0,87,31080,28368,,43378,91187,85107,58169,49833,39994,56301,32217,115847,31458,,61806,191617,58762,58669,51878,,70833,69842,88399,411665,286691,255107,942064,567180,553498,966026
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5105234,Lambari D'Oeste,,,,,,,,,,,,,,,,,,,,471,15832,83511,,18902,9322,,,29310,0,0,0,0,420,0,0,900,2732,630,42085,300,1318,2424,32510,62356,17503,280668,3376,611150,211561,
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5105259,Lucas do Rio Verde,,,,,,,,,,,,,,,,,,,0,75,30546,78425,,0,209384,262882,322607,373538,310417,402466,1245280,1154711,1206877,443519,391651,109654,734976,775917,1472691,731728,3311952,2573372,2152721,2284346,1766705,3997601,4661263,3282507,9028120,7477731
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5105309,Luciara,,,,,,,,,,,,,,,,,0,,6,526,13544,31828,,1436,13184,6636,25925,26908,8924,5766,36261,72602,33,0,,,0,,0,0,0,0,0,0,122470,212403,269528,326811,644387,701513
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5105507,Vila Bela da Santíssima Trindade,,,,,,,,,,,,,,,,,0,,0,0,6734,15591,,24056,,,29310,39950,140777,147416,132027,70190,214404,178320,135851,228322,708665,471275,351611,,1200516,1700737,2760603,602928,740332,2116677,1018064,1368146,4427152,2954476
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5105580,Marcelândia,,,,,,,,,,,,,,,,,0,,55,15,7953,200046,,1312472,12960,11236,156371,0,6717,171100,88153,316222,341972,406642,168583,312299,331834,268293,216731,335291,683832,1081092,708558,686504,1416136,768741,1103104,687543,1324185,2584031
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5105606,Matupá,,,,,,,,,,,,,,,,,0,,0,857,16586,110194,,110776,,,96468,50720,168263,61649,50384,45654,125075,207213,405566,520273,636841,608746,659054,394483,988558,1375999,1073147,1686851,1090181,2633056,3272299,1972599,4761780,4998503
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5105622,Mirassol d'Oeste,,,,,,,,,,,,,,,,,0,,0,0,28342,62584,,14657,23873,20653,58863,35020,15201,9851,520,2020,12168,13867,315921,263220,319114,342028,252786,517693,126015,212855,369169,55334,705721,849335,242801,1030,1240036,237329
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5105903,Nobres,,,,,,,,,,,,,,,,,0,,0,269,0,0,,5493,66267,17087,32716,6423,23318,24403,0,19038,1393,4160,55274,0,425371,496402,232735,234001,255963,291479,385454,347142,739835,631409,946700,2978660,1259742,1000542
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5106000,Nortelândia,,,,,,,,,,,,,,,,,6,,230,2937,204114,202006,,195945,,,119673,,162778,82978,8760,,56048,18902,0,772824,1103759,661235,1477371,285333,966344,295455,1374406,555426,721533,837799,730655,1218979,1179152,1285498
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5106109,Nossa Senhora do Livramento,,,,,,,,,,,,,,,,,0,,7,1134,484003,0,,0,7876,40176,17347,55182,87500,53875,78796,80384,188245,226322,397186,171000,51088,515000,295491,265207,168000,0,0,699001,911143,15000,15000,355812,,
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5106158,Nova Bandeirantes,,,,,,,,,,,,,,,,,,,,540,65151,15009,,0,34188,147040,102490,489294,202452,234546,354482,315455,785074,567059,652771,611581,629398,766218,695563,594946,952019,747050,1381624,1102257,2040763,1833221,2255511,2103398,3523452,3550378
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5106174,Nova Nazaré,,,,,,,,,,,,,,,,,,,,,,,,,,,,3155,,0,,0,,86530,124926,212222,413055,309098,168338,,297348,176670,191054,350047,835017,531968,534922,788654,2305133,1733440
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5106182,Nova Lacerda,,,,,,,,,,,,,,,,,,,,,,,,3216,1180,57173,33492,12963,38686,61035,68088,91803,83457,124226,147757,170601,139081,191566,321697,276307,377294,258414,447232,260750,496841,800693,733398,1156426,1680329,1994058
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5106190,Nova Santa Helena,,,,,,,,,,,,,,,,,,,,,,,,,,,,20400,5239,42210,9614,40297,175884,203793,376566,347976,219695,549075,787532,484767,416325,448130,376224,296435,718365,287211,492479,504089,1448625,979012
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5106208,Nova Brasilândia,,,,,,,,,,,,,,,,,0,,0,0,10792,9033,,500,36602,46299,11764,18695,28016,8542,14770,0,11651,38092,281127,69230,139713,241936,115466,186301,249464,226764,341184,515126,957276,1452982,2801215,1956952,475940,858288
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5106216,Nova Canaã do Norte,,,,,,,,,,,,,,,,,0,,2,247,10391,10501,,66425,62520,45323,120,7106,34383,21656,74929,243367,116184,514043,434922,960108,671132,890406,802419,563330,515386,487821,296164,995586,1837549,2126639,2601853,3032102,2609698,1961550
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5106224,Nova Mutum,,,,,,,,,,,,,,,,,,,54,1100,27,0,,3400,4735,0,0,0,175945,203541,150,39526,241223,1051133,1876123,960097,242815,219806,556481,309347,476365,355239,873595,554893,754924,879402,732001,833189,2574654,3718429
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5106232,Nova Olímpia,,,,,,,,,,,,,,,,,0,,0,0,0,0,,47250,0,126515,185064,410646,12507,38420,25342,158802,78799,173773,437219,181336,468118,235376,273353,334832,774087,763409,410984,848153,653543,564844,674074,847220,1497135,1462461
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5106240,Nova Ubiratã,,,,,,,,,,,,,,,,,,,,,,,,3731,12610,76138,25084,13230,119760,128357,32098,194795,0,26467,17454,85845,531232,911022,972897,811160,910848,950282,547698,1118759,944316,1032459,1021491,2914831,2406443,2746523
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5106257,Nova Xavantina,,,,,,,,,,,,,,,,,1,,0,6,0,39792,,59496,150737,135399,38144,28455,280683,138652,297999,602853,242309,132305,229606,164030,52761,206000,158,1030,,,86215,10409,18349,3674,361956,353519,44,148183
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,51,Mato Grosso,5106265,Novo Mundo,,,,,,,,,,,,,,,,,,,,,,,,13726,147647,275988,30948,57502,346717,56784,81278,69344,221189,289790,217850,281033,118333,351457,412242,726004,575119,347180,489111,354479,410304,512142,1565575,1274031,965173,1469213
