nome,fonte,unidade,codigo_brasil,brasil,codigo_regiao,regiao,codigo_estado,estado,codigo_mesorregiao,mesorregiao,ano_1974,ano_1975,ano_1976,ano_1977,ano_1978,ano_1979,ano_1980,ano_1981,ano_1982,ano_1983,ano_1984,ano_1985,ano_1986,ano_1987,ano_1988,ano_1989,ano_1990,ano_1991,ano_1992,ano_1993,ano_1994,ano_1995,ano_1996,ano_1997,ano_1998,ano_1999,ano_2000,ano_2001,ano_2002,ano_2003,ano_2004,ano_2005,ano_2006,ano_2007,ano_2008,ano_2009,ano_2010,ano_2011,ano_2012,ano_2013,ano_2014,ano_2015,ano_2016,ano_2017,ano_2018,ano_2019,ano_2020,ano_2021,ano_2022,ano_2023
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,31,Minas Gerais,3106,Central Mineira,171619,157621,158793,145347,156289,171053,117991,122467,143092,194439,133961,127951,120575,122047,125403,122368,122357,122687,127006,132728,135927,136489,76412,77021,77503,75309,73138,73169,70190,69818,94787,111111,106305,110453,111188,109551,108474,110523,139244,139507,159766,147963,162883,196069,182256,182397,186774,274196,234066,228435
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,24,Rio Grande do Norte,2402,Central Potiguar,40386,28686,32684,28992,32708,37015,19612,20781,22245,17393,20569,24783,34990,35835,40689,43724,39062,42009,40994,32057,34680,35999,22338,22719,21124,21008,21498,21884,23036,23665,26404,29377,29613,22727,27334,27397,29985,30725,29157,29023,72531,83400,104342,90426,68876,71733,78454,98919,99007,108113
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,1,Norte,13,Amazonas,1303,Centro Amazonense,70323,65529,70069,69108,75284,76932,106144,109578,114241,117544,120450,87557,88774,90524,107436,108956,110826,112753,111050,121870,133036,145109,112343,120968,130531,138513,146437,152530,165987,151993,154188,153841,158690,69129,63820,64668,44178,44127,39327,36838,34325,28847,31587,41577,36108,48385,39457,43448,40942,34903
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,33,Rio de Janeiro,3303,Centro Fluminense,47448,61828,66516,61193,50451,46698,58371,63884,59479,55445,59000,62545,68330,62545,58418,54060,53809,51895,47665,45651,45230,39625,39548,36809,37695,33980,30234,28930,27067,29733,27785,26762,26268,26490,26536,26411,27051,27650,27345,25190,17075,10662,11823,12032,10030,13841,14164,13388,12278,11282
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,5,Centro-Oeste,52,Goiás,5203,Centro Goiano,639119,643408,658030,619373,643650,674470,484964,478392,499895,525635,574690,610406,501690,533980,577060,580860,599340,599360,600834,614391,607738,612967,349443,338507,338112,335813,333352,369501,343600,334767,342293,352156,352155,349030,331195,332934,338425,340600,333067,339306,344427,338753,332869,323142,264653,276241,276865,297434,275783,261727
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,21,Maranhão,2103,Centro Maranhense,470169,348596,344162,336229,355079,371514,339015,346988,327424,333031,339479,353420,366090,380538,397885,412114,422081,424838,425178,428561,426067,432346,170329,166156,167683,171770,174351,175021,177208,177040,175869,176460,179776,180253,183443,186849,187305,187333,196928,189909,190089,191113,189216,165268,159873,162849,166877,165229,163000,125964
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,29,Bahia,2903,Centro Norte Baiano,449845,408562,417968,380441,386031,402875,290187,301173,297420,306272,311246,332544,358773,358103,373364,382070,405756,426536,451214,409721,411320,411858,334990,346727,348991,406778,418223,429829,430170,425885,442803,446056,461302,474563,473742,482207,490811,433392,380911,358192,305257,291480,224344,189274,205464,206121,200173,174195,172751,168298
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,5,Centro-Oeste,50,Mato Grosso do Sul,5002,Centro Norte de Mato Grosso do Sul,138515,104295,103632,100757,106384,109878,91770,85040,95972,99611,105980,88465,94576,95229,100647,104720,108283,113183,121228,146677,156180,161440,153560,160185,157591,153989,162553,168461,196508,211384,216537,216626,222594,222133,225447,268217,269379,397622,407055,335799,357017,363968,373389,413228,421349,412246,408767,419624,431662,419873
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,4,Sul,41,Paraná,4102,Centro Ocidental Paranaense,459035,311189,307764,294148,281794,265068,244496,270260,270309,236380,224375,225457,256985,262958,244375,251855,246737,256353,253249,265611,238110,210318,131340,127428,125411,140429,140648,141559,137487,145864,147789,138285,126652,128717,90146,138042,127084,124504,118884,127545,127991,124927,94793,88495,86036,86263,90316,83383,81945,69638
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,4,Sul,43,Rio Grande do Sul,4303,Centro Ocidental Rio-grandense,182952,248309,252299,175776,146344,159194,246034,208882,223662,207199,173411,169738,216866,198367,180496,183590,185596,195277,197572,199845,195898,193949,161816,184954,184464,183289,173738,151272,143937,138519,116634,100955,100379,112330,112306,109167,107134,101066,102232,95283,76791,75205,72433,69735,70645,61263,57487,51781,47727,43963
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,4,Sul,41,Paraná,4105,Centro Oriental Paranaense,277341,290184,302008,270270,269983,252374,298690,255828,285640,265015,270467,285801,238873,239209,229138,232354,227175,270526,268644,276386,295659,303186,638080,697668,641547,567849,538752,507090,491680,580865,562689,571954,569126,593306,543479,504361,585825,576776,576821,623057,714311,793572,833624,857304,880585,895701,936671,1000322,1030334,987915
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,4,Sul,43,Rio Grande do Sul,4304,Centro Oriental Rio-grandense,797591,788701,777102,742807,593554,533852,728394,613514,590669,562421,565385,541056,610550,534321,516590,511810,516301,516544,463258,466749,486434,521719,551501,561171,566913,593088,617322,608819,622872,718289,697552,740939,749994,897118,703233,754835,1021512,997042,1039474,1126813,1076513,1097405,1119448,1127405,1150226,1135425,1147044,1149803,1028933,918578
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,29,Bahia,2906,Centro Sul Baiano,812127,820647,851524,732159,763384,780074,681632,662889,642798,622883,645412,656122,584061,574834,581408,579431,604513,633281,687234,658429,694246,708381,540420,556333,542833,568115,588493,592728,579283,572687,578093,578099,583171,576868,517464,501530,506927,476704,452287,412365,390796,380880,388621,394508,384421,389546,375230,339068,339173,327878
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,22,Piauí,2202,Centro-Norte Piauiense,543692,720035,720516,682379,682679,681426,448306,422201,421910,382417,390480,492948,505469,516904,527624,539151,553967,568594,562063,557879,567720,577829,443841,448220,447849,447920,446998,445631,443404,442273,440141,438839,436700,418030,417578,356463,346017,342399,332123,324486,317428,311342,307666,364349,370948,371962,374382,376808,379798,382735
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,23,Ceará,2306,Centro-Sul Cearense,62146,87514,88899,78347,102436,108343,60946,54411,57723,39435,44277,82422,78907,75832,76743,81752,79391,80625,79266,58530,65167,68166,83397,85422,75721,78131,79853,78943,79549,80231,81723,81628,82267,80870,78338,76844,76784,77200,75611,75005,89082,88262,95776,66742,68822,73183,77637,90628,87975,86892
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,5,Centro-Oeste,51,Mato Grosso,5104,Centro-Sul Mato-grossense,224939,237897,254467,183118,191274,190318,232273,119968,123047,126212,129393,154329,161023,147242,161349,120426,134564,146433,140362,143476,146871,152845,64960,67946,72508,72028,75303,78488,77141,80668,83618,92878,94831,103302,103272,104793,107476,102878,102589,73381,79303,86872,105787,96456,107376,94163,98629,109724,100767,77307
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,4,Sul,41,Paraná,4108,Centro-Sul Paranaense,713314,681693,693806,691325,620467,709556,652292,541409,548416,449540,432220,458297,453824,423550,405290,375900,390390,364244,360670,363995,366705,371230,397050,405089,406720,389858,401533,414886,403460,445068,414469,399338,381653,400960,398045,427924,371547,426610,366101,357697,273395,291235,318157,309527,296080,317185,325774,311616,333722,337099
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,5,Centro-Oeste,53,Distrito Federal,5301,Distrito Federal,20000,22366,24428,20952,19700,14500,32615,30704,32584,28730,26500,34868,34550,51807,49820,51200,35007,38279,41749,46535,50534,54170,86000,112000,102919,105876,112065,126514,131600,131180,119950,112719,136690,145114,119000,151170,156700,207873,94180,100915,163985,155966,168394,172619,151827,151981,186698,171098,172965,139366
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,29,Bahia,2901,Extremo Oeste Baiano,194020,207140,216407,211900,220598,236499,166334,173399,178866,180682,178055,188923,149482,159325,165138,170183,173441,175140,177797,179909,186124,180513,137943,141067,143461,164065,166044,164611,165315,161573,117613,114550,103358,147740,143865,131925,126951,118518,115536,94654,75599,105110,115998,123597,122111,122761,120531,105668,103744,121850
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,4,Sul,42,Santa Catarina,4205,Grande Florianópolis,90436,71920,71940,48508,46136,54370,68868,73803,79911,78639,79378,73797,72508,70085,72130,74126,72795,74357,73492,72165,72358,70556,36133,36718,40023,40373,39275,39166,38251,36052,37577,38620,34649,31677,32745,29956,30871,22688,23961,16887,14083,21385,10880,10783,12499,13349,13153,12989,18147,12572
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,35,São Paulo,3511,Itapetininga,191979,241686,248570,208825,201589,203530,195920,198187,188401,161242,171162,171545,160694,174579,191886,204723,207977,233651,229604,225330,215197,216818,155164,157375,146075,147332,146645,145292,132667,129413,124242,122039,128500,113205,125654,136947,145084,138669,118988,129330,140705,153015,141971,130993,147813,193689,191829,148296,146327,136467
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,23,Ceará,2305,Jaguaribe,57533,115520,116397,109055,112785,125542,81162,68232,65460,58907,60687,120498,125509,129137,133126,137454,141171,144684,144405,112382,114834,118568,78359,75595,60204,61256,62647,62513,63863,64104,66069,68293,70459,77298,79095,80811,81260,82284,81972,81892,119093,131191,126823,134521,146830,150811,157349,163788,174469,181358
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,31,Minas Gerais,3103,Jequitinhonha,249195,278839,290892,250481,221905,237338,207260,205547,205891,208244,202717,214679,188387,183817,186239,168611,163502,170711,163096,153571,133772,133786,107999,112455,106772,102310,106564,105544,102208,101049,102069,98569,100643,102329,106306,111983,111942,116247,116591,105540,98124,102845,93093,96054,89997,90449,91990,97767,100387,98392
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,27,Alagoas,2703,Leste Alagoano,20440,21960,26866,20939,22462,23176,20514,19409,18663,18080,20979,19778,22798,23662,22014,24022,25873,29134,29702,31841,31780,28617,31160,28437,25981,24097,22809,23286,23430,39311,39019,41591,40237,41458,41115,42059,42979,43084,36965,37035,36872,32174,30993,30839,37522,43265,49698,58810,62953,59385
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,5,Centro-Oeste,52,Goiás,5204,Leste Goiano,138888,190278,205147,185016,195500,194600,141329,145850,168708,192120,213920,222371,171610,177280,178540,190430,198550,207055,215360,204280,192660,182000,124027,103425,104050,102565,102320,110285,111001,109563,115178,120990,126330,133530,133405,142878,150567,150913,135076,127360,117286,111858,119871,116390,107958,121972,127174,120915,113907,132626
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,21,Maranhão,2104,Leste Maranhense,1187267,1320673,1444451,1349513,1272878,1338840,884418,934012,960897,870249,826190,836063,807818,828855,863501,866505,874330,832900,759981,749768,748585,739868,658895,653167,651261,641047,612794,600053,576813,509272,488049,470001,455418,351534,355203,354201,358086,362624,370137,324881,321633,318108,316470,241788,255721,252192,241260,220860,208661,190019
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,13703,11021,12502,9148,9664,11382,9215,10041,12055,11960,13201,16202,13370,14542,15389,17060,16364,16424,15928,15844,17352,17841,17452,16235,16565,17678,17923,19521,20324,22016,23791,24009,24690,26289,27958,26996,25286,24579,23456,17027,19935,23054,25829,25328,26475,28456,29812,31337,33382,64426
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,1,Norte,11,Rondônia,1102,Leste Rondoniense,0,0,0,0,77720,228720,356412,420074,551243,636311,798927,509370,493045,617741,709785,819837,781194,928318,1044900,1064871,1052374,1145177,370653,380193,399108,413937,414035,450454,171812,207875,211055,254270,224459,225757,165267,174307,206547,188757,175879,147974,160927,184464,179013,172416,151098,133349,133061,151470,200909,164228
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,28,Sergipe,2803,Leste Sergipano,13037,17171,19410,18550,20727,22163,20388,22603,26178,28726,27790,29645,32329,34532,27897,29003,29148,31308,31978,26345,23712,22481,27706,28855,29081,29394,29934,29917,30014,29624,29646,31401,33306,31192,29672,30230,29973,27882,28505,27239,27040,26441,37759,30392,30951,31346,29256,37984,43302,54045
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,5,Centro-Oeste,50,Mato Grosso do Sul,5003,Leste de Mato Grosso do Sul,150457,128554,131042,119579,131469,132861,90536,86915,88246,90986,100348,107563,115121,122754,129237,134761,137732,141661,145618,150029,150104,154585,105789,111927,126618,132601,138558,164038,164666,171787,173618,173988,172038,197929,198692,215626,215511,198927,196334,194921,193675,169922,167318,210639,208629,219078,191829,164666,172720,191896
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,32,Espírito Santo,3202,Litoral Norte Espírito-santense,167958,121444,131360,118830,122851,123823,71157,73088,81357,84669,88021,66826,70468,72293,80416,77885,79495,71230,74092,74605,72971,74496,33896,35653,35142,35188,35307,35749,36506,36761,37989,38697,38736,38376,39036,39709,39968,38920,40336,42782,41392,40307,32633,22003,19282,18619,17871,15771,11840,11768
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,35,São Paulo,3514,Litoral Sul Paulista,19143,34304,39992,30902,31018,33389,24929,25098,25996,17931,18624,18919,24247,25311,27120,28222,25258,23257,23676,23782,30083,29562,25131,25111,24879,24315,23190,23052,23097,23031,21503,21555,21020,21518,21529,14870,14840,15149,15152,8642,3250,3815,4880,4895,4702,4490,4501,4466,4429,4386
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,35,São Paulo,3512,Macro Metropolitana Paulista,87987,132801,146031,121809,115414,146865,197190,188252,185210,218078,212824,211145,215204,192336,206776,214625,235597,258576,254905,244931,336729,334427,314051,314089,323098,309794,299437,307105,307502,283441,284857,299263,297492,296448,287382,269643,274896,247015,258299,221356,234470,237649,247918,247584,282908,275780,271326,300212,297473,385486
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,1,Norte,11,Rondônia,1101,Madeira-Guaporé,40700,134645,140757,139915,64195,73940,11516,13401,15474,16840,18038,60279,65909,94722,70827,75117,71818,77872,94801,101110,95845,66914,39662,42429,44662,46046,46833,50578,25024,44004,44406,54136,51223,52376,42210,42640,43372,45836,49717,40317,42624,46105,45163,48716,39137,30282,30023,41279,57629,47537
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,1,Norte,15,Pará,1502,Marajó,195165,273604,304015,215868,213478,196865,282008,307049,330994,427972,445914,286013,318816,382877,412051,328491,360780,346601,348734,347591,339231,345579,352567,314383,306258,261313,250973,270645,253758,257111,248686,230327,128357,149285,167189,177615,182024,184021,182710,149120,152535,142216,141052,147795,144420,141650,140021,139157,110159,105027
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,35,São Paulo,3509,Marília,35249,38344,39031,37056,44216,55883,32880,32176,38036,40493,58643,59636,40352,35899,33074,44429,45471,45544,46504,44521,43122,39890,25074,35555,37704,37006,35906,35989,30534,30836,28038,26008,25507,23331,13693,13271,15932,14092,11366,9506,7900,8581,8403,5788,6725,7113,7301,6296,6014,4770
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,25,Paraíba,2504,Mata Paraibana,4707,5810,7089,6124,7137,8147,7711,7677,7840,7787,8096,8792,4698,5072,5309,5589,5839,6438,6863,7786,8329,8557,2971,3076,3275,3352,3525,3718,4768,6287,6611,7330,7819,7320,7211,7607,8148,9079,9158,9785,9636,10165,10993,15906,17054,18621,19323,20183,19915,20270
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,26,Pernambuco,2604,Mata Pernambucana,14009,18110,23742,20416,19667,21735,33008,31339,41394,45130,46201,36044,24371,31895,28737,29453,33264,36863,38642,36771,37755,33490,27147,32003,28541,28891,27984,26196,37677,35841,35029,35754,34580,34785,34767,35145,35864,37658,38082,31064,39337,40442,42571,51700,55092,52373,51241,51786,58127,56972
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,243638,319249,346469,285530,286425,293454,291118,292253,298254,302191,311666,303625,310473,333815,334806,354955,370416,376396,373563,372720,371152,369980,269328,252745,257822,278142,319088,349928,336006,347484,340608,325309,329463,317884,327847,365462,364556,398794,423521,435691,457094,422034,437126,497796,499975,494080,504473,569857,604884,572045
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,1,Norte,15,Pará,1503,Metropolitana de Belém,31262,22489,22635,20711,18745,20921,19855,26019,26826,52579,60169,29904,32846,33768,42412,40422,46578,48768,49331,49089,50484,57393,38020,59972,50363,50827,51558,48043,47042,45475,37394,35364,36130,28883,29189,26227,22512,26013,26017,16725,21488,26609,24625,18553,18777,18939,31823,28970,24274,24469
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,4,Sul,41,Paraná,4110,Metropolitana de Curitiba,316275,298192,296400,264797,281458,282860,266007,271773,275080,267287,270543,266455,256031,258168,249193,241511,237978,285901,309132,288482,287912,281991,156807,159118,178379,188785,232109,247998,237956,233331,242516,207407,215195,205610,200888,212143,208709,207039,169738,143664,146760,152610,153715,136583,129975,123600,114429,105624,101518,90333
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,18725,29365,29665,28413,29809,35860,28455,29511,35590,38089,43090,49411,62256,74694,79555,94320,106657,119029,141400,142160,108768,98505,31848,31246,30488,31080,31027,40211,39594,41665,41898,42793,44372,45873,46825,39002,39869,40102,40734,44666,46720,47250,102342,84681,89411,91677,94208,77346,77324,86134
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,4,Sul,43,Rio Grande do Sul,4305,Metropolitana de Porto Alegre,411686,431439,427209,351139,290079,268238,403986,386129,379841,354989,356983,366118,395124,377988,362891,366247,386988,387792,385887,361284,370837,373409,307138,301868,304563,293769,298274,296761,297438,305919,302836,354814,357110,369726,370869,372140,371508,373911,568644,540057,484461,429310,414215,398576,357496,348185,361485,392814,362741,339734
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,26,Pernambuco,2605,Metropolitana de Recife,7300,10921,14250,9898,11091,12304,24908,23256,21520,19992,18706,24366,26470,38649,53816,43972,37458,38420,43542,46373,46311,52059,37899,55834,52206,51974,52770,54950,36458,36137,40983,55906,72995,89389,90118,57890,22362,11227,11399,10077,12510,17684,21781,20812,20390,20459,17308,18949,19782,20564
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,29,Bahia,2905,Metropolitana de Salvador,88244,102710,109033,97681,103939,113878,93849,97374,112024,127897,153050,177108,175423,215108,233409,239301,231160,240713,171864,177776,176078,177203,99132,85169,86694,95820,99866,103291,105492,99616,91960,96064,97626,87596,88728,79506,80394,76794,77159,54980,71314,57742,49433,45136,48091,48872,46490,39632,36947,41138
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,21313,65807,78807,30295,35007,57830,72506,65060,53941,49125,57015,57234,71035,69392,66046,43554,38134,34117,33712,36462,39765,45288,24960,25153,24831,18388,18568,17817,13908,6948,7314,5484,6826,9902,5215,4966,4636,2119,2266,1486,830,1001,1154,1833,3092,3425,3650,5175,5283,5247
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,33,Rio de Janeiro,3306,Metropolitana do Rio de Janeiro,54881,88664,101691,80492,80923,77941,92021,84964,92157,91093,106689,96526,121178,118487,112031,121486,132505,142870,125620,114103,102119,115888,70958,65742,65620,67203,73099,74455,78919,64638,56658,51040,50833,37337,37599,39158,41373,39827,45262,39060,26139,21649,7780,13729,12657,11447,15140,10044,10123,9265
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,29,Bahia,2904,Nordeste Baiano,272898,357896,393862,344234,358751,376334,199515,237184,262098,271167,284466,304591,318732,356315,393697,438958,466146,494326,533083,373058,386854,408183,240486,252175,258221,268861,277236,281416,216049,223874,261051,275093,280493,203641,208733,200687,202277,188830,168623,164723,187622,154153,139227,113745,117768,122570,114273,124590,125972,134649
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,5,Centro-Oeste,51,Mato Grosso,5102,Nordeste Mato-grossense,27509,45805,53445,46751,47938,56827,64036,63487,65599,67796,69922,104115,112229,126208,143299,109634,113982,109120,85550,86958,90143,92334,112670,114138,118544,120596,123149,124296,120916,122058,120104,123573,123571,97715,98611,103015,97535,80284,65426,34042,57740,76436,88113,117759,127769,147946,139447,148263,135348,101630
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,1,Norte,15,Pará,1504,Nordeste Paraense,356323,299165,313235,245097,231198,284883,356643,371977,415790,389957,413049,300685,319455,326354,347851,365232,372186,369441,376884,396076,386752,385994,279961,281788,308655,300108,299732,297222,271880,275450,258507,253980,255112,193003,192888,188210,170713,171827,158194,108479,100254,90993,88716,157913,164652,168350,154051,152469,151380,151632
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,4,Sul,43,Rio Grande do Sul,4302,Nordeste Rio-grandense,409403,586915,588496,424925,387117,354414,511820,423878,430304,377002,374070,359709,438681,414072,340236,344908,331176,337580,378107,411299,411688,424163,459384,485285,487899,504909,509402,631059,688647,727382,711575,700049,712626,652151,676235,695574,757408,781065,763720,745720,694964,678050,679491,705722,649497,602683,613533,697289,751671,685270
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,23,Ceará,2301,Noroeste Cearense,233961,369511,367055,337933,336644,363650,249009,223745,223518,142861,166376,328802,351007,353802,371059,376030,382915,389267,391303,324790,329670,335145,357660,354617,325505,326046,339615,349811,356873,362203,369283,370236,371847,383235,400993,414456,420337,433347,428335,424376,435672,507639,434637,405746,387875,374209,380525,371498,379156,387154
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,32,Espírito Santo,3201,Noroeste Espírito-santense,255092,205577,208403,206176,194226,198712,138473,123727,120592,119793,117202,134488,138738,136153,128770,126643,134320,132530,139397,142633,132490,127144,51023,53136,52139,51921,76611,76293,75711,74667,72809,42697,40531,39590,38840,39229,40194,40237,40847,39664,38861,38763,33904,30807,35431,36012,35718,32628,26256,24995
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,33,Rio de Janeiro,3301,Noroeste Fluminense,34166,44892,45211,39887,39892,40706,52236,54453,52235,43450,44300,43700,41810,53450,38900,44585,40730,44224,41069,36898,37403,35100,30838,35471,34144,37330,39535,34063,32895,33465,33814,31721,31745,29098,28426,25200,25991,24535,23624,27952,24037,23590,22817,27389,28392,26179,24235,25438,17364,15593
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,5,Centro-Oeste,52,Goiás,5201,Noroeste Goiano,161396,181818,189731,160525,167600,188030,153563,158520,176655,204770,230360,224900,180220,182000,196980,216800,234465,254330,272120,285615,303030,293215,95335,97453,96058,96705,97275,94959,94560,93563,95532,99810,101645,101205,101640,103590,104590,101275,96960,84330,85430,86508,77674,83650,92109,97768,102678,100971,94274,93424
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,4,Sul,41,Paraná,4101,Noroeste Paranaense,582523,437837,442937,402223,343460,335573,318435,303241,284234,237653,227092,239631,233802,235377,223956,221067,219564,210411,190963,166744,157642,146933,127263,122811,121891,122422,124210,125512,123578,126853,127191,131215,121607,109390,113833,117155,114234,119630,110501,105408,105943,113843,114882,103911,104477,102587,99083,101372,106735,102781
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,4,Sul,43,Rio Grande do Sul,4301,Noroeste Rio-grandense,2218748,3271120,3247806,2591207,2418606,2444493,3389088,2987548,2933290,2811617,2726959,2503208,2315651,2146389,1729883,1809904,1986202,2082405,2158557,2299602,2400227,2377442,2149975,2206400,2181567,2228886,2204922,2104542,2028703,1999646,2014670,2098349,2190695,2946902,3226890,3166201,3232903,3193664,3509563,3599056,3582599,3243065,3479498,3537818,3329489,3351475,3550118,3847062,3877526,4002582
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,31,Minas Gerais,3101,Noroeste de Minas,182901,212190,222498,202268,194924,204715,148650,148269,139050,137755,137820,136416,138003,134332,127296,123771,121886,119461,113329,114813,142259,130085,107499,107280,105834,107158,115976,117806,118121,124443,134766,137184,126335,125658,162779,171909,171601,170848,171756,199633,192054,198218,239407,247260,249539,252763,252902,273866,273618,253728
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,1,Norte,13,Amazonas,1301,Norte Amazonense,7841,1081,1000,1054,1089,1140,4330,4539,4756,4900,5118,5198,4983,5121,5674,6017,5670,5729,5632,5669,6107,6658,3539,3819,4120,4456,4822,4982,5392,5524,5669,5669,5956,2839,2277,2183,1847,1671,1430,1129,1057,1054,788,764,880,831,780,1050,1183,1192
