nome,fonte,unidade,codigo_brasil,brasil,codigo_regiao,regiao,codigo_estado,estado,ano_1974,ano_1975,ano_1976,ano_1977,ano_1978,ano_1979,ano_1980,ano_1981,ano_1982,ano_1983,ano_1984,ano_1985,ano_1986,ano_1987,ano_1988,ano_1989,ano_1990,ano_1991,ano_1992,ano_1993,ano_1994,ano_1995,ano_1996,ano_1997,ano_1998,ano_1999,ano_2000,ano_2001,ano_2002,ano_2003,ano_2004,ano_2005,ano_2006,ano_2007,ano_2008,ano_2009,ano_2010,ano_2011,ano_2012,ano_2013,ano_2014,ano_2015,ano_2016,ano_2017,ano_2018,ano_2019,ano_2020,ano_2021,ano_2022,ano_2023,ano_2024
Área colhida - Amendoim - hectare,Instituto Brasileiro de Geografia e Estatística,hectare,0,brasil,1,Norte,13,Amazonas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Área colhida - Amendoim - hectare,Instituto Brasileiro de Geografia e Estatística,hectare,0,brasil,2,Nordeste,29,Bahia,4650.0,4712.0,5442.0,2330.0,2136.0,2270.0,2270.0,1945.0,2457.0,1998.0,2210.0,2730.0,2713.0,2902.0,3027.0,2798.0,2441.0,3117.0,2590.0,2026.0,3083.0,2950.0,4072.0,3907.0,3564.0,3666.0,3982.0,3922.0,4649.0,6518.0,7323.0,6314.0,6349.0,6126.0,6858.0,7023.0,8486.0,8744.0,6154.0,4937.0,5901.0,5881.0,5575.0,5038.0,4715.0,4794.0,3977.0,4009.0,4071.0,4044.0,
Área colhida - Amendoim - hectare,Instituto Brasileiro de Geografia e Estatística,hectare,0,brasil,2,Nordeste,23,Ceará,11942.0,5300.0,4500.0,1800.0,1400.0,1000.0,700.0,450.0,956.0,388.0,600.0,724.0,579.0,736.0,923.0,835.0,874.0,1196.0,701.0,917.0,1015.0,1063.0,850.0,833.0,969.0,932.0,996.0,622.0,532.0,471.0,553.0,573.0,808.0,694.0,801.0,983.0,1021.0,2132.0,976.0,1015.0,598.0,463.0,353.0,659.0,488.0,424.0,472.0,475.0,516.0,543.0,
Área colhida - Amendoim - hectare,Instituto Brasileiro de Geografia e Estatística,hectare,0,brasil,5,Centro-Oeste,53,Distrito Federal,50.0,72.0,80.0,15.0,20.0,10.0,12.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,45.0,240.0,70.0,5.0,0.0,35.0,0.0,1.0,1.0,1.0,2.0,2.0,9.0,6.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Área colhida - Amendoim - hectare,Instituto Brasileiro de Geografia e Estatística,hectare,0,brasil,3,Sudeste,32,Espírito Santo,1176.0,1144.0,1000.0,414.0,418.0,374.0,342.0,319.0,295.0,225.0,221.0,219.0,206.0,189.0,171.0,122.0,110.0,90.0,37.0,37.0,37.0,37.0,30.0,44.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,
Área colhida - Amendoim - hectare,Instituto Brasileiro de Geografia e Estatística,hectare,0,brasil,5,Centro-Oeste,52,Goiás,4680.0,4204.0,1520.0,851.0,1472.0,2560.0,852.0,237.0,200.0,113.0,34.0,80.0,64.0,44.0,197.0,0.0,6.0,270.0,415.0,0.0,29.0,130.0,159.0,186.0,140.0,20.0,0.0,180.0,180.0,180.0,210.0,3426.0,2650.0,1580.0,2590.0,570.0,410.0,1015.0,280.0,310.0,0.0,90.0,70.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,
Área colhida - Amendoim - hectare,Instituto Brasileiro de Geografia e Estatística,hectare,0,brasil,2,Nordeste,21,Maranhão,0.0,6.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,24.0,30.0,68.0,20.0,67.0,4295.0,35.0,72.0,18.0,9.0,118.0,32.0,80.0,106.0,68.0,149.0,122.0,159.0,152.0,150.0,104.0,
Área colhida - Amendoim - hectare,Instituto Brasileiro de Geografia e Estatística,hectare,0,brasil,5,Centro-Oeste,51,Mato Grosso,2010.0,2008.0,410.0,375.0,453.0,921.0,602.0,300.0,183.0,263.0,131.0,332.0,288.0,251.0,122.0,71.0,98.0,397.0,105.0,72.0,57.0,372.0,147.0,99.0,427.0,479.0,539.0,1182.0,672.0,586.0,1406.0,7434.0,5107.0,4380.0,2461.0,4527.0,3264.0,219.0,300.0,502.0,149.0,165.0,129.0,115.0,362.0,446.0,881.0,635.0,710.0,1519.0,
Área colhida - Amendoim - hectare,Instituto Brasileiro de Geografia e Estatística,hectare,0,brasil,5,Centro-Oeste,50,Mato Grosso do Sul,54678.0,70036.0,132444.0,28883.0,20653.0,18648.0,25793.0,11552.0,7801.0,5288.0,1995.0,2777.0,2223.0,2691.0,347.0,177.0,236.0,92.0,162.0,164.0,193.0,152.0,197.0,164.0,154.0,295.0,306.0,633.0,783.0,1598.0,3710.0,4121.0,1729.0,567.0,683.0,727.0,753.0,832.0,769.0,440.0,1392.0,791.0,960.0,1615.0,1310.0,2089.0,2065.0,2517.0,6842.0,7013.0,
Área colhida - Amendoim - hectare,Instituto Brasileiro de Geografia e Estatística,hectare,0,brasil,3,Sudeste,31,Minas Gerais,16512.0,12610.0,7614.0,2972.0,3247.0,4542.0,6737.0,4042.0,3503.0,1729.0,1527.0,1555.0,1709.0,1593.0,1369.0,1173.0,1072.0,1024.0,1369.0,1435.0,1382.0,1355.0,1254.0,963.0,1119.0,1205.0,2708.0,4228.0,4545.0,2728.0,6227.0,9625.0,2374.0,3044.0,5647.0,3677.0,3357.0,3028.0,2421.0,2923.0,2516.0,2613.0,2034.0,3806.0,3668.0,2446.0,3773.0,5752.0,8788.0,11795.0,
